rebalance_date,ticker,rank,selected_flag
2013-08-19,PCAR,17.0,1
2013-08-19,CINF,18.0,1
2013-08-19,RTN,19.0,1
2013-08-19,UNM,20.0,1
2013-09-16,MJN,1.0,1
2013-09-16,GME,2.0,1
2013-09-16,NFLX,3.0,1
2013-09-16,FSLR,4.0,1
2013-09-16,BSX,5.0,1
2013-09-16,PAYX,6.0,1
2013-09-16,GT,7.0,1
2013-09-16,NOC,8.0,1
2013-09-16,DNB,9.0,1
2013-09-16,AMD,10.0,1
2013-09-16,DD,11.0,1
2013-09-16,FDO,12.0,1
2013-09-16,LNC,13.0,1
2013-09-16,SWY,14.0,1
2013-09-16,PBCT,15.0,1
2013-09-16,PCAR,16.0,1
2013-09-16,HAS,17.0,1
2013-09-16,NVDA,18.0,1
2013-09-16,RTN,19.0,1
2013-09-16,CINF,20.0,1
2013-10-14,MJN,1.0,1
2013-10-14,NFLX,2.0,1
2013-10-14,GT,3.0,1
2013-10-14,BSX,4.0,1
2013-10-14,X,5.0,1
2013-10-14,PAYX,6.0,1
2013-10-14,PBCT,7.0,1
2013-10-14,CLF,8.0,1
2013-10-14,NOC,9.0,1
2013-10-14,GME,10.0,1
2013-10-14,DNB,11.0,1
2013-10-14,PBI,12.0,1
2013-10-14,PCAR,13.0,1
2013-10-14,FOSL,14.0,1
2013-10-14,DD,15.0,1
2013-10-14,WPX,16.0,1
2013-10-14,FSLR,17.0,1
2013-10-14,ROK,18.0,1
2013-10-14,SWY,19.0,1
2013-10-14,FDO,20.0,1
2013-11-11,MJN,1.0,1
2013-11-11,NFLX,2.0,1
2013-11-11,X,3.0,1
2013-11-11,GT,4.0,1
2013-11-11,PBI,5.0,1
2013-11-11,NOC,6.0,1
2013-11-11,CLF,7.0,1
2013-11-11,PAYX,8.0,1
2013-11-11,DNB,9.0,1
2013-11-11,FSLR,10.0,1
2013-11-11,BSX,11.0,1
2013-11-11,PBCT,12.0,1
2013-11-11,LNC,13.0,1
2013-11-11,BCR,14.0,1
2013-11-11,LUV,15.0,1
2013-11-11,ROK,16.0,1
2013-11-11,RTN,17.0,1
2013-11-11,DD,18.0,1
2013-11-11,CMG,19.0,1
2013-11-11,FDO,20.0,1
2013-12-09,MJN,1.0,1
2013-12-09,NFLX,2.0,1
2013-12-09,X,3.0,1
2013-12-09,PBI,4.0,1
2013-12-09,CLF,5.0,1
2013-12-09,PAYX,6.0,1
2013-12-09,GRMN,7.0,1
2013-12-09,LNC,8.0,1
2013-12-09,DNB,9.0,1
2013-12-09,CINF,10.0,1
2013-12-09,GT,11.0,1
2013-12-09,NOC,12.0,1
2013-12-09,SWY,13.0,1
2013-12-09,ROK,14.0,1
2013-12-09,BCR,15.0,1
2013-12-09,PBCT,16.0,1
2013-12-09,LUV,17.0,1
2013-12-09,UNM,18.0,1
2013-12-09,SEE,19.0,1
2013-12-09,DE,20.0,1
2014-01-06,MJN,1.0,1
2014-01-06,PBI,2.0,1
2014-01-06,CLF,3.0,1
2014-01-06,NFLX,4.0,1
2014-01-06,PAYX,5.0,1
2014-01-06,DE,6.0,1
2014-01-06,X,7.0,1
2014-01-06,SWY,8.0,1
2014-01-06,CL,9.0,1
2014-01-06,ROK,10.0,1
2014-01-06,NOC,11.0,1
2014-01-06,KMB,12.0,1
2014-01-06,LUV,13.0,1
2014-01-06,GT,14.0,1
2014-01-06,GRMN,15.0,1
2014-01-06,CHRW,16.0,1
2014-01-06,SIAL,17.0,1
2014-01-06,RTN,18.0,1
2014-01-06,ABBV,19.0,1
2014-01-06,K,20.0,1
2014-02-03,NFLX,1.0,1
2014-02-03,MJN,2.0,1
2014-02-03,PBI,3.0,1
2014-02-03,KMB,4.0,1
2014-02-03,CL,5.0,1
2014-02-03,DE,6.0,1
2014-02-03,LUV,7.0,1
2014-02-03,SWY,8.0,1
2014-02-03,PAYX,9.0,1
2014-02-03,PHM,10.0,1
2014-02-03,CHRW,11.0,1
2014-02-03,X,12.0,1
2014-02-03,SIAL,13.0,1
2014-02-03,NOC,14.0,1
2014-02-03,EXPE,15.0,1
2014-02-03,XYL,16.0,1
2014-02-03,HP,17.0,1
2014-02-03,ROK,18.0,1
2014-02-03,K,19.0,1
2014-02-03,CMG,20.0,1
2014-03-03,MJN,1.0,1
2014-03-03,FSLR,2.0,1
2014-03-03,SWY,3.0,1
2014-03-03,PBI,4.0,1
2014-03-03,NFLX,5.0,1
2014-03-03,LUV,6.0,1
2014-03-03,EXPE,7.0,1
2014-03-03,KMB,8.0,1
2014-03-03,CL,9.0,1
2014-03-03,HP,10.0,1
2014-03-03,PAYX,11.0,1
2014-03-03,PHM,12.0,1
2014-03-03,XYL,13.0,1
2014-03-03,DE,14.0,1
2014-03-03,TXT,15.0,1
2014-03-03,K,16.0,1
2014-03-03,ROK,17.0,1
2014-03-03,MO,18.0,1
2014-03-03,IBM,19.0,1
2014-03-03,NOC,20.0,1
2014-03-31,MJN,1.0,1
2014-03-31,FSLR,2.0,1
2014-03-31,LM,3.0,1
2014-03-31,PBI,4.0,1
2014-03-31,HP,5.0,1
2014-03-31,KMB,6.0,1
2014-03-31,LUV,7.0,1
2014-03-31,CL,8.0,1
2014-03-31,DE,9.0,1
2014-03-31,PAYX,10.0,1
2014-03-31,DAL,11.0,1
2014-03-31,CPB,12.0,1
2014-03-31,K,13.0,1
2014-03-31,SWY,14.0,1
2014-03-31,BCR,15.0,1
2014-03-31,TXT,16.0,1
2014-03-31,NTRS,17.0,1
2014-03-31,IBM,18.0,1
2014-03-31,NOC,19.0,1
