strategy_id,date,ticker,event,detail,cash_change,shares_change
D20,2016-04-29,MRK,SELL_PUT,exp=2016-05-20 K=53.50 prem=0.67 x94,6298.0,0
D20,2016-04-29,MCD,SELL_PUT,exp=2016-05-20 K=122.00 prem=0.59 x41,2419.0,0
D10,2016-05-20,AAPL,PUT_EXPIRE,OTM K=88.00 S_close=95.22,0.0,0
D10,2016-05-20,MSFT,PUT_EXPIRE,OTM K=46.00 S_close=50.62,0.0,0
D10,2016-05-20,AMZN,PUT_EXPIRE,OTM K=635.00 S_close=702.80,0.0,0
D10,2016-05-20,JNJ,PUT_EXPIRE,OTM K=109.00 S_close=112.64,0.0,0
D10,2016-05-20,GE,PUT_ASSIGN,buy 16600 @30.00 S_close=29.56,-498000.0,16600
D10,2016-05-20,WMT,PUT_EXPIRE,OTM K=63.50 S_close=69.86,0.0,0
D10,2016-05-20,PG,PUT_EXPIRE,OTM K=77.50 S_close=80.02,0.0,0
D10,2016-05-20,KO,PUT_EXPIRE,OTM K=42.50 S_close=43.95,0.0,0
D10,2016-05-20,HD,PUT_EXPIRE,OTM K=129.00 S_close=131.85,0.0,0
D10,2016-05-20,PFE,PUT_EXPIRE,OTM K=30.50 S_close=33.74,0.0,0
D10,2016-05-20,ORCL,PUT_EXPIRE,OTM K=38.00 S_close=39.41,0.0,0
D10,2016-05-20,MO,PUT_EXPIRE,OTM K=60.00 S_close=62.96,0.0,0
D10,2016-05-20,BAC,PUT_EXPIRE,OTM K=13.50 S_close=14.52,0.0,0
D10,2016-05-20,PEP,PUT_EXPIRE,OTM K=99.00 S_close=100.10,0.0,0
D10,2016-05-20,ABBV,PUT_EXPIRE,OTM K=58.00 S_close=59.69,0.0,0
D10,2016-05-20,IBM,PUT_EXPIRE,OTM K=139.00 S_close=147.25,0.0,0
D10,2016-05-20,DIS,PUT_EXPIRE,OTM K=98.50 S_close=99.78,0.0,0
D10,2016-05-20,NEM,PUT_EXPIRE,OTM K=33.00 S_close=33.73,0.0,0
D10,2016-05-20,MRK,PUT_EXPIRE,OTM K=52.50 S_close=55.11,0.0,0
D10,2016-05-20,MCD,PUT_EXPIRE,OTM K=120.00 S_close=122.56,0.0,0
D20,2016-05-20,AAPL,PUT_EXPIRE,OTM K=89.00 S_close=95.22,0.0,0
D20,2016-05-20,MSFT,PUT_EXPIRE,OTM K=47.50 S_close=50.62,0.0,0
D20,2016-05-20,AMZN,PUT_EXPIRE,OTM K=635.00 S_close=702.80,0.0,0
D20,2016-05-20,JNJ,PUT_EXPIRE,OTM K=110.00 S_close=112.64,0.0,0
D20,2016-05-20,GE,PUT_ASSIGN,buy 16600 @30.00 S_close=29.56,-498000.0,16600
D20,2016-05-20,WMT,PUT_EXPIRE,OTM K=64.50 S_close=69.86,0.0,0
D20,2016-05-20,PG,PUT_EXPIRE,OTM K=78.50 S_close=80.02,0.0,0
D20,2016-05-20,KO,PUT_EXPIRE,OTM K=43.00 S_close=43.95,0.0,0
D20,2016-05-20,HD,PUT_EXPIRE,OTM K=131.00 S_close=131.85,0.0,0
D20,2016-05-20,PFE,PUT_EXPIRE,OTM K=31.50 S_close=33.74,0.0,0
D20,2016-05-20,ORCL,PUT_EXPIRE,OTM K=38.50 S_close=39.41,0.0,0
D20,2016-05-20,MO,PUT_EXPIRE,OTM K=61.00 S_close=62.96,0.0,0
D20,2016-05-20,BAC,PUT_EXPIRE,OTM K=14.00 S_close=14.52,0.0,0
D20,2016-05-20,PEP,PUT_ASSIGN,buy 4900 @101.00 S_close=100.10,-494900.0,4900
D20,2016-05-20,ABBV,PUT_EXPIRE,OTM K=59.00 S_close=59.69,0.0,0
D20,2016-05-20,IBM,PUT_EXPIRE,OTM K=141.00 S_close=147.25,0.0,0
D20,2016-05-20,DIS,PUT_ASSIGN,buy 5000 @100.00 S_close=99.78,-500000.0,5000
D20,2016-05-20,NEM,PUT_ASSIGN,buy 14800 @34.00 S_close=33.73,-503200.0,14800
D20,2016-05-20,MRK,PUT_EXPIRE,OTM K=53.50 S_close=55.11,0.0,0
D20,2016-05-20,MCD,PUT_EXPIRE,OTM K=122.00 S_close=122.56,0.0,0
D10,2016-10-28,AAPL,SELL_PUT,exp=2016-11-18 K=109.00 prem=0.67 x44,2948.0,0
D10,2016-10-28,MSFT,SELL_PUT,exp=2016-11-18 K=56.50 prem=0.27 x84,2268.0,0
D10,2016-10-28,AMZN,SELL_PUT,exp=2016-11-18 K=730.00 prem=2.45 x6,1470.0,0
D10,2016-10-28,JNJ,SELL_PUT,exp=2016-11-18 K=111.00 prem=0.63 x43,2709.0,0
D10,2016-10-28,AA,SELL_PUT,exp=2016-11-18 K=27.00 prem=0.34 x177,6018.0,0
D10,2016-10-28,GE,SELL_CALL,exp=2016-11-18 K=30.50 prem=0.08 x166,1328.0,0
D10,2016-10-28,PG,SELL_PUT,exp=2016-11-18 K=82.50 prem=0.21 x58,1218.0,0
D10,2016-10-28,BAC,SELL_PUT,exp=2016-11-18 K=15.50 prem=0.11 x310,3410.0,0
D10,2016-10-28,WMT,SELL_PUT,exp=2016-11-18 K=67.00 prem=0.51 x71,3621.0,0
D10,2016-10-28,MO,SELL_PUT,exp=2016-11-18 K=62.50 prem=0.29 x76,2204.0,0
D10,2016-10-28,INTC,SELL_PUT,exp=2016-11-18 K=30.00 prem=0.02 x160,320.0,0
D10,2016-10-28,PFE,SELL_PUT,exp=2016-11-18 K=30.50 prem=0.33 x157,5181.0,0
D10,2016-10-28,NVDA,SELL_PUT,exp=2016-11-18 K=67.50 prem=1.81 x71,12851.0,0
D10,2016-10-28,CSCO,SELL_PUT,exp=2016-11-18 K=27.50 prem=0.07 x175,1225.0,0
D10,2016-10-28,KO,SELL_PUT,exp=2016-11-18 K=41.00 prem=0.20 x117,2340.0,0
D10,2016-10-28,PEP,SELL_PUT,exp=2016-11-18 K=104.00 prem=0.55 x46,2530.0,0
D10,2016-10-28,MRK,SELL_PUT,exp=2016-11-18 K=55.00 prem=0.40 x87,3480.0,0
D10,2016-10-28,IBM,SELL_PUT,exp=2016-11-18 K=146.00 prem=0.92 x33,3036.0,0
D10,2016-10-28,HD,SELL_PUT,exp=2016-11-18 K=117.00 prem=0.94 x41,3854.0,0
D10,2016-10-28,QCOM,SELL_PUT,exp=2016-11-18 K=65.00 prem=1.20 x74,8880.0,0
D20,2016-10-28,AAPL,SELL_PUT,exp=2016-11-18 K=111.00 prem=1.12 x36,4032.0,0
D20,2016-10-28,MSFT,SELL_PUT,exp=2016-11-18 K=58.00 prem=0.55 x70,3850.0,0
D20,2016-10-28,AMZN,SELL_PUT,exp=2016-11-18 K=745.00 prem=4.35 x5,2175.0,0
D20,2016-10-28,JNJ,SELL_PUT,exp=2016-11-18 K=112.00 prem=0.74 x36,2664.0,0
D20,2016-10-28,AA,SELL_PUT,exp=2016-11-18 K=27.50 prem=0.47 x148,6956.0,0
D20,2016-10-28,GE,SELL_CALL,exp=2016-11-18 K=30.00 prem=0.20 x166,3320.0,0
D20,2016-10-28,PG,SELL_PUT,exp=2016-11-18 K=84.00 prem=0.40 x48,1920.0,0
D20,2016-10-28,BAC,SELL_PUT,exp=2016-11-18 K=16.00 prem=0.18 x254,4572.0,0
D20,2016-10-28,WMT,SELL_PUT,exp=2016-11-18 K=68.00 prem=0.69 x59,4071.0,0
D20,2016-10-28,MO,SELL_PUT,exp=2016-11-18 K=64.00 prem=0.50 x63,3150.0,0
D20,2016-10-28,INTC,SELL_PUT,exp=2016-11-18 K=32.00 prem=0.10 x127,1270.0,0
D20,2016-10-28,PFE,SELL_PUT,exp=2016-11-18 K=31.00 prem=0.47 x131,6157.0,0
D20,2016-10-28,NVDA,SELL_PUT,exp=2016-11-18 K=68.50 prem=2.14 x59,12626.0,0
D20,2016-10-28,CSCO,SELL_PUT,exp=2016-11-18 K=28.50 prem=0.15 x143,2145.0,0
D20,2016-10-28,KO,SELL_PUT,exp=2016-11-18 K=41.50 prem=0.24 x98,2352.0,0
D20,2016-10-28,PEP,SELL_CALL,exp=2016-11-18 K=109.00 prem=0.55 x49,2695.0,0
D20,2016-10-28,MRK,SELL_PUT,exp=2016-11-18 K=56.00 prem=0.36 x73,2628.0,0
D20,2016-10-28,IBM,SELL_PUT,exp=2016-11-18 K=149.00 prem=1.20 x27,3240.0,0
D20,2016-10-28,HD,SELL_PUT,exp=2016-11-18 K=120.00 prem=1.43 x34,4862.0,0
D20,2016-10-28,QCOM,SELL_PUT,exp=2016-11-18 K=66.50 prem=1.58 x61,9638.0,0
D10,2016-11-18,AAPL,PUT_EXPIRE,OTM K=109.00 S_close=110.06,0.0,0
D10,2016-11-18,MSFT,PUT_EXPIRE,OTM K=56.50 S_close=60.35,0.0,0
D10,2016-11-18,AMZN,PUT_EXPIRE,OTM K=730.00 S_close=760.16,0.0,0
D10,2016-11-18,JNJ,PUT_EXPIRE,OTM K=111.00 S_close=115.36,0.0,0
D10,2016-11-18,AA,PUT_EXPIRE,OTM K=27.00 S_close=30.42,0.0,0
D10,2016-11-18,GE,CALL_ASSIGN,sell 16600 @30.50 S_close=30.67,506300.0,-16600
D10,2016-11-18,PG,PUT_ASSIGN,buy 5800 @82.50 S_close=82.00,-478500.0,5800
D10,2016-11-18,BAC,PUT_EXPIRE,OTM K=15.50 S_close=20.00,0.0,0
D10,2016-11-18,WMT,PUT_EXPIRE,OTM K=67.00 S_close=68.54,0.0,0
D10,2016-11-18,MO,PUT_EXPIRE,OTM K=62.50 S_close=62.77,0.0,0
D10,2016-11-18,INTC,PUT_EXPIRE,OTM K=30.00 S_close=34.95,0.0,0
D10,2016-11-18,PFE,PUT_EXPIRE,OTM K=30.50 S_close=31.48,0.0,0
D10,2016-11-18,NVDA,PUT_EXPIRE,OTM K=67.50 S_close=93.36,0.0,0
D10,2016-11-18,CSCO,PUT_EXPIRE,OTM K=27.50 S_close=30.18,0.0,0
D10,2016-11-18,KO,PUT_ASSIGN,buy 11700 @41.00 S_close=40.91,-479700.0,11700
D10,2016-11-18,PEP,PUT_ASSIGN,buy 4600 @104.00 S_close=101.31,-478400.0,4600
D10,2016-11-18,MRK,PUT_EXPIRE,OTM K=55.00 S_close=61.87,0.0,0
D10,2016-11-18,IBM,PUT_EXPIRE,OTM K=146.00 S_close=160.39,0.0,0
D10,2016-11-18,HD,PUT_EXPIRE,OTM K=117.00 S_close=128.33,0.0,0
D10,2016-11-18,QCOM,PUT_EXPIRE,OTM K=65.00 S_close=67.31,0.0,0
D20,2016-11-18,AAPL,PUT_ASSIGN,buy 3600 @111.00 S_close=110.06,-399600.0,3600
D20,2016-11-18,MSFT,PUT_EXPIRE,OTM K=58.00 S_close=60.35,0.0,0
D20,2016-11-18,AMZN,PUT_EXPIRE,OTM K=745.00 S_close=760.16,0.0,0
D20,2016-11-18,JNJ,PUT_EXPIRE,OTM K=112.00 S_close=115.36,0.0,0
D20,2016-11-18,AA,PUT_EXPIRE,OTM K=27.50 S_close=30.42,0.0,0
D20,2016-11-18,GE,CALL_ASSIGN,sell 16600 @30.00 S_close=30.67,498000.0,-16600
D20,2016-11-18,PG,PUT_ASSIGN,buy 4800 @84.00 S_close=82.00,-403200.0,4800
D20,2016-11-18,BAC,PUT_EXPIRE,OTM K=16.00 S_close=20.00,0.0,0
D20,2016-11-18,WMT,PUT_EXPIRE,OTM K=68.00 S_close=68.54,0.0,0
D20,2016-11-18,MO,PUT_ASSIGN,buy 6300 @64.00 S_close=62.77,-403200.0,6300
D20,2016-11-18,INTC,PUT_EXPIRE,OTM K=32.00 S_close=34.95,0.0,0
D20,2016-11-18,PFE,PUT_EXPIRE,OTM K=31.00 S_close=31.48,0.0,0
D20,2016-11-18,NVDA,PUT_EXPIRE,OTM K=68.50 S_close=93.36,0.0,0
D20,2016-11-18,CSCO,PUT_EXPIRE,OTM K=28.50 S_close=30.18,0.0,0
D20,2016-11-18,KO,PUT_ASSIGN,buy 9800 @41.50 S_close=40.91,-406700.0,9800
D20,2016-11-18,PEP,CALL_EXPIRE,OTM K=109.00 S_close=101.31,0.0,0
D20,2016-11-18,MRK,PUT_EXPIRE,OTM K=56.00 S_close=61.87,0.0,0
D20,2016-11-18,IBM,PUT_EXPIRE,OTM K=149.00 S_close=160.39,0.0,0
D20,2016-11-18,HD,PUT_EXPIRE,OTM K=120.00 S_close=128.33,0.0,0
D20,2016-11-18,QCOM,PUT_EXPIRE,OTM K=66.50 S_close=67.31,0.0,0
D10,2017-04-28,AAPL,SELL_PUT,exp=2017-05-19 K=139.00 prem=1.37 x31,4247.0,0
D10,2017-04-28,MSFT,SELL_PUT,exp=2017-05-19 K=66.50 prem=0.33 x65,2145.0,0
D10,2017-04-28,AMZN,SELL_PUT,exp=2017-05-19 K=900.00 prem=5.80 x4,2320.0,0
D10,2017-04-28,JNJ,SELL_PUT,exp=2017-05-19 K=119.00 prem=0.22 x36,792.0,0
D10,2017-04-28,BAC,SELL_PUT,exp=2017-05-19 K=21.50 prem=0.05 x204,1020.0,0
D10,2017-04-28,HD,SELL_PUT,exp=2017-05-19 K=150.00 prem=1.23 x29,3567.0,0
D10,2017-04-28,AMD,SELL_PUT,exp=2017-05-19 K=13.00 prem=0.71 x337,23927.0,0
D10,2017-04-28,GE,SELL_PUT,exp=2017-05-19 K=28.00 prem=0.07 x157,1099.0,0
D10,2017-04-28,WMT,SELL_PUT,exp=2017-05-19 K=73.00 prem=0.72 x60,4320.0,0
D10,2017-04-28,PG,SELL_CALL,exp=2017-05-19 K=90.00 prem=0.10 x58,580.0,0
D10,2017-04-28,DIS,SELL_PUT,exp=2017-05-19 K=106.00 prem=0.14 x41,574.0,0
D10,2017-04-28,ORCL,SELL_PUT,exp=2017-05-19 K=40.00 prem=0.01 x110,110.0,0
D10,2017-04-28,MO,SELL_PUT,exp=2017-05-19 K=68.50 prem=0.23 x64,1472.0,0
D10,2017-04-28,PFE,SELL_PUT,exp=2017-05-19 K=33.50 prem=0.45 x131,5895.0,0
D10,2017-04-28,CSCO,SELL_PUT,exp=2017-05-19 K=33.00 prem=0.32 x133,4256.0,0
D10,2017-04-28,PEP,SELL_CALL,exp=2017-05-19 K=116.00 prem=0.22 x46,1012.0,0
D10,2017-04-28,KO,SELL_CALL,exp=2017-05-19 K=44.00 prem=0.09 x117,1053.0,0
D10,2017-04-28,MRK,SELL_PUT,exp=2017-05-19 K=61.00 prem=0.85 x72,6120.0,0
D10,2017-04-28,INTC,SELL_PUT,exp=2017-05-19 K=34.50 prem=0.10 x127,1270.0,0
D10,2017-04-28,MCD,SELL_PUT,exp=2017-05-19 K=130.00 prem=0.08 x33,264.0,0
D20,2017-04-28,AAPL,SELL_CALL,exp=2017-05-19 K=147.00 prem=1.63 x36,5868.0,0
D20,2017-04-28,MSFT,SELL_PUT,exp=2017-05-19 K=67.00 prem=0.34 x53,1802.0,0
D20,2017-04-28,AMZN,SELL_PUT,exp=2017-05-19 K=900.00 prem=5.80 x3,1740.0,0
D20,2017-04-28,JNJ,SELL_PUT,exp=2017-05-19 K=121.00 prem=0.48 x29,1392.0,0
D20,2017-04-28,BAC,SELL_PUT,exp=2017-05-19 K=22.00 prem=0.10 x162,1620.0,0
D20,2017-04-28,HD,SELL_PUT,exp=2017-05-19 K=152.50 prem=1.84 x23,4232.0,0
D20,2017-04-28,AMD,SELL_PUT,exp=2017-05-19 K=13.00 prem=0.71 x274,19454.0,0
D20,2017-04-28,GE,SELL_PUT,exp=2017-05-19 K=28.50 prem=0.15 x125,1875.0,0
D20,2017-04-28,WMT,SELL_PUT,exp=2017-05-19 K=74.00 prem=1.12 x48,5376.0,0
D20,2017-04-28,PG,SELL_CALL,exp=2017-05-19 K=89.50 prem=0.17 x48,816.0,0
D20,2017-04-28,DIS,SELL_CALL,exp=2017-05-19 K=125.00 prem=0.10 x50,500.0,0
D20,2017-04-28,ORCL,SELL_PUT,exp=2017-05-19 K=41.00 prem=0.02 x87,174.0,0
D20,2017-04-28,MO,SELL_CALL,exp=2017-05-19 K=74.00 prem=0.22 x63,1386.0,0
D20,2017-04-28,PFE,SELL_PUT,exp=2017-05-19 K=33.50 prem=0.45 x106,4770.0,0
D20,2017-04-28,CSCO,SELL_PUT,exp=2017-05-19 K=33.50 prem=0.47 x107,5029.0,0
D20,2017-04-28,PEP,SELL_CALL,exp=2017-05-19 K=115.00 prem=0.35 x49,1715.0,0
D20,2017-04-28,KO,SELL_CALL,exp=2017-05-19 K=44.00 prem=0.09 x98,882.0,0
D20,2017-04-28,MRK,SELL_PUT,exp=2017-05-19 K=61.50 prem=1.03 x58,5974.0,0
D20,2017-04-28,INTC,SELL_PUT,exp=2017-05-19 K=35.00 prem=0.21 x102,2142.0,0
D20,2017-04-28,MCD,SELL_PUT,exp=2017-05-19 K=130.00 prem=0.08 x27,216.0,0
D10,2017-05-19,AAPL,PUT_EXPIRE,OTM K=139.00 S_close=153.06,0.0,0
D10,2017-05-19,MSFT,PUT_EXPIRE,OTM K=66.50 S_close=67.69,0.0,0
D10,2017-05-19,AMZN,PUT_EXPIRE,OTM K=900.00 S_close=959.84,0.0,0
D10,2017-05-19,JNJ,PUT_EXPIRE,OTM K=119.00 S_close=127.00,0.0,0
D10,2017-05-19,BAC,PUT_EXPIRE,OTM K=21.50 S_close=23.05,0.0,0
D10,2017-05-19,HD,PUT_EXPIRE,OTM K=150.00 S_close=156.30,0.0,0
D10,2017-05-19,AMD,PUT_ASSIGN,buy 33700 @13.00 S_close=11.41,-438100.0,33700
D10,2017-05-19,GE,PUT_EXPIRE,OTM K=28.00 S_close=28.05,0.0,0
D10,2017-05-19,WMT,PUT_EXPIRE,OTM K=73.00 S_close=78.77,0.0,0
D10,2017-05-19,PG,CALL_EXPIRE,OTM K=90.00 S_close=86.24,0.0,0
D10,2017-05-19,DIS,PUT_EXPIRE,OTM K=106.00 S_close=107.52,0.0,0
D10,2017-05-19,ORCL,PUT_EXPIRE,OTM K=40.00 S_close=44.31,0.0,0
D10,2017-05-19,MO,PUT_EXPIRE,OTM K=68.50 S_close=70.90,0.0,0
D10,2017-05-19,PFE,PUT_ASSIGN,buy 13100 @33.50 S_close=32.46,-438850.0,13100
D10,2017-05-19,CSCO,PUT_ASSIGN,buy 13300 @33.00 S_close=31.21,-438900.0,13300
D10,2017-05-19,PEP,CALL_EXPIRE,OTM K=116.00 S_close=113.69,0.0,0
D10,2017-05-19,KO,CALL_EXPIRE,OTM K=44.00 S_close=43.90,0.0,0
D10,2017-05-19,MRK,PUT_EXPIRE,OTM K=61.00 S_close=63.78,0.0,0
D10,2017-05-19,INTC,PUT_EXPIRE,OTM K=34.50 S_close=35.40,0.0,0
D10,2017-05-19,MCD,PUT_EXPIRE,OTM K=130.00 S_close=148.15,0.0,0
D20,2017-05-19,AAPL,CALL_ASSIGN,sell 3600 @147.00 S_close=153.06,529200.0,-3600
D20,2017-05-19,MSFT,PUT_EXPIRE,OTM K=67.00 S_close=67.69,0.0,0
D20,2017-05-19,AMZN,PUT_EXPIRE,OTM K=900.00 S_close=959.84,0.0,0
D20,2017-05-19,JNJ,PUT_EXPIRE,OTM K=121.00 S_close=127.00,0.0,0
D20,2017-05-19,BAC,PUT_EXPIRE,OTM K=22.00 S_close=23.05,0.0,0
D20,2017-05-19,HD,PUT_EXPIRE,OTM K=152.50 S_close=156.30,0.0,0
D20,2017-05-19,AMD,PUT_ASSIGN,buy 27400 @13.00 S_close=11.41,-356200.0,27400
D20,2017-05-19,GE,PUT_ASSIGN,buy 12500 @28.50 S_close=28.05,-356250.0,12500
D20,2017-05-19,WMT,PUT_EXPIRE,OTM K=74.00 S_close=78.77,0.0,0
D20,2017-05-19,PG,CALL_EXPIRE,OTM K=89.50 S_close=86.24,0.0,0
D20,2017-05-19,DIS,CALL_EXPIRE,OTM K=125.00 S_close=107.52,0.0,0
D20,2017-05-19,ORCL,PUT_EXPIRE,OTM K=41.00 S_close=44.31,0.0,0
D20,2017-05-19,MO,CALL_EXPIRE,OTM K=74.00 S_close=70.90,0.0,0
D20,2017-05-19,PFE,PUT_ASSIGN,buy 10600 @33.50 S_close=32.46,-355100.0,10600
D20,2017-05-19,CSCO,PUT_ASSIGN,buy 10700 @33.50 S_close=31.21,-358450.0,10700
D20,2017-05-19,PEP,CALL_EXPIRE,OTM K=115.00 S_close=113.69,0.0,0
D20,2017-05-19,KO,CALL_EXPIRE,OTM K=44.00 S_close=43.90,0.0,0
D20,2017-05-19,MRK,PUT_EXPIRE,OTM K=61.50 S_close=63.78,0.0,0
D20,2017-05-19,INTC,PUT_EXPIRE,OTM K=35.00 S_close=35.40,0.0,0
D20,2017-05-19,MCD,PUT_EXPIRE,OTM K=130.00 S_close=148.15,0.0,0
D10,2017-10-27,AAPL,SELL_PUT,exp=2017-11-17 K=155.00 prem=1.76 x24,4224.0,0
D10,2017-10-27,MSFT,SELL_PUT,exp=2017-11-17 K=79.00 prem=0.11 x47,517.0,0
D10,2017-10-27,XRX,SELL_PUT,exp=2017-11-17 K=29.00 prem=0.43 x130,5590.0,0
D10,2017-10-27,JNJ,SELL_PUT,exp=2017-11-17 K=135.00 prem=0.22 x28,616.0,0
D10,2017-10-27,BAC,SELL_PUT,exp=2017-11-17 K=26.50 prem=0.12 x142,1704.0,0
D10,2017-10-27,HD,SELL_PUT,exp=2017-11-17 K=162.50 prem=1.31 x23,3013.0,0
D10,2017-10-27,WMT,SELL_PUT,exp=2017-11-17 K=83.50 prem=0.45 x45,2025.0,0
D10,2017-10-27,ABBV,SELL_PUT,exp=2017-11-17 K=87.00 prem=0.44 x43,1892.0,0
D10,2017-10-27,ORCL,SELL_PUT,exp=2017-11-17 K=49.00 prem=0.15 x77,1155.0,0
D10,2017-10-27,NVDA,SELL_PUT,exp=2017-11-17 K=177.50 prem=2.17 x21,4557.0,0
D10,2017-10-27,BA,SELL_PUT,exp=2017-11-17 K=245.00 prem=1.29 x15,1935.0,0
D10,2017-10-27,INTC,SELL_PUT,exp=2017-11-17 K=41.50 prem=0.12 x91,1092.0,0
D10,2017-10-27,PG,SELL_CALL,exp=2017-11-17 K=90.00 prem=0.12 x58,696.0,0
D10,2017-10-27,PFE,SELL_CALL,exp=2017-11-17 K=37.00 prem=0.09 x131,1179.0,0
D10,2017-10-27,KO,SELL_CALL,exp=2017-11-17 K=47.50 prem=0.06 x117,702.0,0
D10,2017-10-27,MO,SELL_PUT,exp=2017-11-17 K=61.50 prem=0.22 x61,1342.0,0
D10,2017-10-27,MCD,SELL_PUT,exp=2017-11-17 K=157.50 prem=0.51 x24,1224.0,0
D10,2017-10-27,CSCO,SELL_CALL,exp=2017-11-17 K=35.50 prem=0.35 x133,4655.0,0
D10,2017-10-27,PEP,SELL_CALL,exp=2017-11-17 K=115.00 prem=0.15 x46,690.0,0
D10,2017-10-27,MMM,SELL_PUT,exp=2017-11-17 K=222.50 prem=0.67 x17,1139.0,0
D20,2017-10-27,AAPL,SELL_PUT,exp=2017-11-17 K=157.50 prem=2.56 x20,5120.0,0
D20,2017-10-27,MSFT,SELL_PUT,exp=2017-11-17 K=80.50 prem=0.20 x39,780.0,0
D20,2017-10-27,XRX,SELL_PUT,exp=2017-11-17 K=29.00 prem=0.43 x109,4687.0,0
D20,2017-10-27,JNJ,SELL_PUT,exp=2017-11-17 K=138.00 prem=0.57 x22,1254.0,0
D20,2017-10-27,BAC,SELL_PUT,exp=2017-11-17 K=27.00 prem=0.22 x117,2574.0,0
D20,2017-10-27,HD,SELL_PUT,exp=2017-11-17 K=165.00 prem=1.97 x19,3743.0,0
D20,2017-10-27,WMT,SELL_PUT,exp=2017-11-17 K=85.50 prem=0.88 x37,3256.0,0
D20,2017-10-27,ABBV,SELL_PUT,exp=2017-11-17 K=87.00 prem=0.44 x36,1584.0,0
D20,2017-10-27,ORCL,SELL_PUT,exp=2017-11-17 K=50.00 prem=0.36 x63,2268.0,0
D20,2017-10-27,NVDA,SELL_PUT,exp=2017-11-17 K=177.50 prem=2.17 x17,3689.0,0
D20,2017-10-27,BA,SELL_PUT,exp=2017-11-17 K=247.50 prem=1.69 x12,2028.0,0
D20,2017-10-27,INTC,SELL_PUT,exp=2017-11-17 K=42.50 prem=0.55 x74,4070.0,0
D20,2017-10-27,PG,SELL_CALL,exp=2017-11-17 K=90.00 prem=0.12 x48,576.0,0
D20,2017-10-27,PFE,SELL_CALL,exp=2017-11-17 K=36.50 prem=0.18 x106,1908.0,0
D20,2017-10-27,KO,SELL_CALL,exp=2017-11-17 K=47.00 prem=0.17 x98,1666.0,0
D20,2017-10-27,MO,SELL_CALL,exp=2017-11-17 K=67.50 prem=0.49 x63,3087.0,0
D20,2017-10-27,MCD,SELL_PUT,exp=2017-11-17 K=160.00 prem=0.64 x19,1216.0,0
D20,2017-10-27,CSCO,SELL_CALL,exp=2017-11-17 K=35.50 prem=0.35 x107,3745.0,0
D20,2017-10-27,PEP,SELL_CALL,exp=2017-11-17 K=113.00 prem=0.43 x49,2107.0,0
D20,2017-10-27,MMM,SELL_PUT,exp=2017-11-17 K=227.50 prem=1.27 x14,1778.0,0
D10,2017-11-17,AAPL,PUT_EXPIRE,OTM K=155.00 S_close=170.15,0.0,0
D10,2017-11-17,MSFT,PUT_EXPIRE,OTM K=79.00 S_close=82.40,0.0,0
D10,2017-11-17,XRX,PUT_ASSIGN,buy 13000 @29.00 S_close=28.36,-377000.0,13000
D10,2017-11-17,JNJ,PUT_EXPIRE,OTM K=135.00 S_close=138.00,0.0,0
D10,2017-11-17,BAC,PUT_EXPIRE,OTM K=26.50 S_close=26.62,0.0,0
D10,2017-11-17,HD,PUT_EXPIRE,OTM K=162.50 S_close=167.74,0.0,0
D10,2017-11-17,WMT,PUT_EXPIRE,OTM K=83.50 S_close=97.47,0.0,0
D10,2017-11-17,ABBV,PUT_EXPIRE,OTM K=87.00 S_close=93.61,0.0,0
D10,2017-11-17,ORCL,PUT_ASSIGN,buy 7700 @49.00 S_close=48.94,-377300.0,7700
D10,2017-11-17,NVDA,PUT_EXPIRE,OTM K=177.50 S_close=211.36,0.0,0
D10,2017-11-17,BA,PUT_EXPIRE,OTM K=245.00 S_close=262.26,0.0,0
D10,2017-11-17,INTC,PUT_EXPIRE,OTM K=41.50 S_close=44.63,0.0,0
D10,2017-11-17,PG,CALL_EXPIRE,OTM K=90.00 S_close=88.43,0.0,0
D10,2017-11-17,PFE,CALL_EXPIRE,OTM K=37.00 S_close=35.37,0.0,0
D10,2017-11-17,KO,CALL_EXPIRE,OTM K=47.50 S_close=45.71,0.0,0
D10,2017-11-17,MO,PUT_EXPIRE,OTM K=61.50 S_close=66.42,0.0,0
D10,2017-11-17,MCD,PUT_EXPIRE,OTM K=157.50 S_close=166.72,0.0,0
D10,2017-11-17,CSCO,CALL_ASSIGN,sell 13300 @35.50 S_close=35.90,472150.0,-13300
D10,2017-11-17,PEP,CALL_EXPIRE,OTM K=115.00 S_close=114.68,0.0,0
D10,2017-11-17,MMM,PUT_EXPIRE,OTM K=222.50 S_close=229.36,0.0,0
D20,2017-11-17,AAPL,PUT_EXPIRE,OTM K=157.50 S_close=170.15,0.0,0
D20,2017-11-17,MSFT,PUT_EXPIRE,OTM K=80.50 S_close=82.40,0.0,0
D20,2017-11-17,XRX,PUT_ASSIGN,buy 10900 @29.00 S_close=28.36,-316100.0,10900
D20,2017-11-17,JNJ,PUT_EXPIRE,OTM K=138.00 S_close=138.00,0.0,0
D20,2017-11-17,BAC,PUT_ASSIGN,buy 11700 @27.00 S_close=26.62,-315900.0,11700
D20,2017-11-17,HD,PUT_EXPIRE,OTM K=165.00 S_close=167.74,0.0,0
D20,2017-11-17,WMT,PUT_EXPIRE,OTM K=85.50 S_close=97.47,0.0,0
D20,2017-11-17,ABBV,PUT_EXPIRE,OTM K=87.00 S_close=93.61,0.0,0
