strategy_id,date,cash,equity,daily_pnl
D10,2018-08-10,7443847.02,10866038.02,-11728.31
D20,2018-08-10,6493894.2,10869610.2,-23537.08
D10,2018-08-13,7444446.66,10880424.66,14386.64
D20,2018-08-13,6494417.32,10851024.32,-18585.88
D10,2018-08-14,7445049.31,10893116.31,12691.65
D20,2018-08-14,6494943.06,10857614.06,6589.74
D10,2018-08-15,7445649.05,10895399.05,2282.74
D20,2018-08-15,6495466.26,10826579.26,-31034.8
D10,2018-08-16,7446248.83,10911157.83,15758.79
D20,2018-08-16,6495989.51,10841311.51,14732.25
D10,2018-08-17,7446842.76,10946500.76,35342.93
D20,2018-08-17,6496507.64,10875661.64,34350.13
D10,2018-08-20,7447442.65,10962492.65,15991.88
D20,2018-08-20,6497030.97,10885765.97,10104.33
D10,2018-08-21,7448045.53,10972614.53,10121.89
D20,2018-08-21,6497556.92,10900378.92,14612.95
D10,2018-08-22,7448651.43,10976655.43,4040.89
D20,2018-08-22,6498085.49,10905991.49,5612.57
D10,2018-08-23,7449254.41,11019449.41,42793.99
D20,2018-08-23,6498611.53,10934754.53,28763.04
D10,2018-08-24,7449860.4,11082177.4,62727.99
D20,2018-08-24,6499140.18,10983603.18,48848.66
D10,2018-08-27,7450475.31,11121857.31,39679.91
D20,2018-08-27,6499676.62,11030087.62,46484.44
D10,2018-08-28,7451093.23,11099171.23,-22686.08
D20,2018-08-28,6500215.68,11007249.68,-22837.94
D10,2018-08-29,7451711.2,11114437.2,15265.97
D20,2018-08-29,6500754.79,11015293.79,8044.11
D10,2018-08-30,7452323.3,11091841.3,-22595.9
D20,2018-08-30,6501288.78,10981824.78,-33469.01
D10,2018-08-31,7452935.46,11099147.46,7306.16
D20,2018-08-31,6501822.81,10987917.81,6093.03
D10,2018-09-04,7453553.58,11187550.58,88403.12
D20,2018-09-04,6502362.05,11046591.05,58673.24
D10,2018-09-05,7454174.71,11222384.71,34834.13
D20,2018-09-05,6502903.91,11071600.91,25009.86
D10,2018-09-06,7454792.93,11195924.93,-26459.78
D20,2018-09-06,6503443.24,11048633.24,-22967.67
D10,2018-09-07,7455414.16,11178293.16,-17631.77
D20,2018-09-07,6503985.19,11038612.19,-10021.05
D10,2018-09-10,7456038.4,11281707.4,103414.24
D20,2018-09-10,6504529.77,11111328.77,72716.58
D10,2018-09-11,7456662.7,11290597.7,8890.3
D20,2018-09-11,6505074.4,11103548.4,-7780.37
D10,2018-09-12,7457290.01,11381212.01,90614.31
D20,2018-09-12,6505621.65,11206236.65,102688.25
D10,2018-09-13,7457914.41,11333342.41,-47869.6
D20,2018-09-13,6506166.37,11155462.37,-50774.28
D10,2018-09-14,7458541.82,11418159.82,84817.41
D20,2018-09-14,6506713.71,11227679.71,72217.34
D10,2018-09-17,7459172.24,11420654.24,2494.42
D20,2018-09-17,6507263.68,11232663.68,4983.97
D10,2018-09-18,7459802.72,11396504.72,-24149.52
D20,2018-09-18,6507813.7,11218941.7,-13721.98
D10,2018-09-19,7460430.29,11375438.29,-21066.43
D20,2018-09-19,6508361.19,11223828.19,4886.48
D10,2018-09-20,7461060.88,11414420.88,38982.58
D20,2018-09-20,6508911.3,11259254.3,35426.11
D10,2018-09-21,7461694.47,11413052.47,-1368.4
D20,2018-09-21,6509464.04,11250327.04,-8927.26
D10,2018-09-24,7462339.97,11430064.97,17012.5
D20,2018-09-24,6510027.16,11260304.16,9977.12
D10,2018-09-25,7462982.56,11416918.56,-13146.41
D20,2018-09-25,6510587.74,11248318.74,-11985.41
D10,2018-09-26,7463622.24,11402737.24,-14181.32
D20,2018-09-26,6511145.79,11221921.79,-26396.95
D10,2018-09-27,7464256.06,11414427.06,11689.82
D20,2018-09-27,6511698.73,11238120.73,16198.93
D10,2018-09-28,7464892.89,11368391.89,-46035.17
D20,2018-09-28,6512254.29,11194278.29,-43842.44
D10,2018-10-01,7465541.63,11390675.63,22283.73
D20,2018-10-01,6512820.23,11227661.23,33382.95
D10,2018-10-02,7466190.42,11295174.42,-95501.21
D20,2018-10-02,6513386.23,11184897.23,-42764.0
D10,2018-10-03,7466839.26,11261461.26,-33713.15
D20,2018-10-03,6513952.27,11151967.27,-32929.96
D10,2018-10-04,7467485.2,11224577.2,-36884.06
D20,2018-10-04,6514515.78,11132834.78,-19132.49
D10,2018-10-05,7468131.2,11201862.2,-22715.0
D20,2018-10-05,6515079.34,11116910.34,-15924.44
D10,2018-10-08,7468777.25,11198409.25,-3452.95
D20,2018-10-08,6515642.94,11126161.94,9251.61
D10,2018-10-09,7469432.25,11216981.25,18572.0
D20,2018-10-09,6516214.36,11135073.36,8911.41
D10,2018-10-10,7470093.24,11092986.24,-123995.01
D20,2018-10-10,6516790.99,11009989.99,-125083.37
D10,2018-10-11,7470751.32,11029008.32,-63977.92
D20,2018-10-11,6517365.09,10960673.09,-49316.9
D10,2018-10-12,7471412.42,11090866.42,61858.1
D20,2018-10-12,6517941.82,10997071.82,36398.74
D10,2018-10-15,7472085.44,11094812.44,3946.02
D20,2018-10-15,6518528.95,11012922.95,15851.13
D10,2018-10-16,7472755.56,11208560.56,113748.12
D20,2018-10-16,6519113.55,11109906.55,96983.6
D10,2018-10-17,7473428.7,11203023.7,-5536.86
D20,2018-10-17,6519700.79,11108791.79,-1114.76
D10,2018-10-18,7474101.9,11155158.9,-47864.8
D20,2018-10-18,6520288.08,11066949.08,-41842.71
D10,2018-10-19,7474772.2,11126552.2,-28606.7
D20,2018-10-19,6520872.84,11056171.84,-10777.24
D10,2018-10-22,7475454.42,11155919.42,29367.22
D20,2018-10-22,6521468.0,11059435.0,3263.16
D10,2018-10-23,7476133.73,11169887.73,13968.32
D20,2018-10-23,6522060.62,11075836.62,16401.63
D10,2018-10-24,7476813.11,11102411.11,-67476.62
D20,2018-10-24,6522653.3,10956869.3,-118967.32
D10,2018-10-25,7477492.55,11004951.55,-97459.56
D20,2018-10-25,6523246.03,10864293.03,-92576.27
D10,2018-10-26,7545385.17,10908589.17,-96362.38
D20,2018-10-26,6605994.67,10784551.67,-79741.37
D10,2018-10-29,7546073.84,10901011.84,-7577.33
D20,2018-10-29,6606597.59,10781079.59,-3472.07
D10,2018-10-30,7546759.57,10959626.57,58614.73
D20,2018-10-30,6607197.95,10844120.95,63041.36
D10,2018-10-31,7547445.37,11010624.37,50997.8
D20,2018-10-31,6607798.37,10885615.37,41494.42
D10,2018-11-01,7548125.24,11093407.24,82782.87
D20,2018-11-01,6608393.6,10978376.6,92761.23
D10,2018-11-02,7548808.16,11088498.16,-4909.07
D20,2018-11-02,6608991.5,10964754.5,-13622.1
D10,2018-11-05,7549503.13,11118029.13,29530.97
D20,2018-11-05,6609599.95,10988805.95,24051.45
D10,2018-11-06,7550195.17,11153014.17,34985.04
D20,2018-11-06,6610205.83,11022506.83,33700.88
D10,2018-11-07,7550890.27,11231757.27,78743.1
D20,2018-11-07,6610814.38,11108001.38,85494.56
D10,2018-11-08,7551579.44,11212054.44,-19702.83
D20,2018-11-08,6611417.75,11072701.75,-35299.63
D10,2018-11-09,7552271.66,11207781.66,-4272.77
D20,2018-11-09,6612023.8,11044982.8,-27718.95
D10,2018-11-12,7552963.96,11102523.96,-105257.71
D20,2018-11-12,6612629.9,10932784.9,-112197.9
D10,2018-11-13,7553665.3,11120262.3,17738.35
D20,2018-11-13,6613243.93,10939388.93,6604.03
D10,2018-11-14,7554363.72,11143026.72,22764.41
D20,2018-11-14,6613855.39,10948169.39,8780.46
D10,2018-11-15,7555059.2,11196144.2,53117.48
D20,2018-11-15,6614464.29,11002965.29,54795.89
D10,2018-11-16,7775871.92,11188248.92,-7895.28
D20,2018-11-16,6776685.43,10998422.44,-4542.85
D10,2018-11-19,7776593.97,11118108.97,-70139.95
D20,2018-11-19,6777314.69,10909692.69,-88729.75
D10,2018-11-20,7777316.08,11060519.08,-57589.89
D20,2018-11-20,6777944.01,10847567.02,-62125.67
